"","awards","person","detail","result","year","url","X","Awardee","Gender"
"9107","Best Story","Young Mr. Lincoln "," Lamar Trotti","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",91,"Film",""
"9108","Best Supporting Actor","Vivien Leigh "," Gone With the Wind as Scarlett O'Hara","winner",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",22,"Person","Male"
"9109","Best Supporting Actor","Brian Aherne "," Juarez as Maximilian I of Mexico","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",22,"Person","Male"
"9110","Best Supporting Actor","Harry Carey "," Mr. Smith Goes to Washington as President of the Senate","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",22,"Person","Male"
"9111","Best Supporting Actor","Brian Donlevy "," Beau Geste as Sergeant Markoff","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",22,"Person","Male"
"9112","Best Supporting Actor","Claude Rains "," Mr. Smith Goes to Washington as Senator Joseph Harrison ""Joe"" Paine","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",22,"Person","Male"
"9113","Best Supporting Actress","Thomas Mitchell "," Stagecoach as Doc Boone","winner",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",23,"Person","Female"
"9114","Best Supporting Actress","Olivia de Havilland "," Gone With the Wind as Melanie Hamilton","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",23,"Person","Female"
"9115","Best Supporting Actress","Geraldine Fitzgerald "," Wuthering Heights as Isabella Linton","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",23,"Person","Female"
"9116","Best Supporting Actress","Edna May Oliver "," Drums Along the Mohawk as Mrs McKlennar","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",23,"Person","Female"
"9117","Best Supporting Actress","Maria Ouspenskaya "," Love Affair as Grandmother Janou","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",23,"Person","Female"
"9118","Outstanding Production","Gone With the Wind",NA,"winner",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9119","Outstanding Production","Dark Victory "," David Lewis for Warner Bros.","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9120","Outstanding Production","Goodbye, Mr. Chips "," Victor Saville for Metro-Goldwyn-Mayer","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9121","Outstanding Production","Love Affair "," Leo McCarey for RKO Radio","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9122","Outstanding Production","Mr. Smith Goes to Washington "," Frank Capra for Columbia","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9123","Outstanding Production","Ninotchka "," Sidney Franklin for Metro-Goldwyn-Mayer","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9124","Outstanding Production","Of Mice and Men "," Lewis Milestone for Hal Roach Prod. and United Artists","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9125","Outstanding Production","Stagecoach "," Walter Wanger for United Artists","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9126","Outstanding Production","The Wizard of Oz "," Mervyn LeRoy for Metro-Goldwyn-Mayer","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9127","Outstanding Production","Wuthering Heights "," Samuel Goldwyn for Samuel Goldwyn Prod. and United Artists","nominated",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",104,"Film",""
"9128",NA,"The Rains Came "," E. H. Hansen and Fred Sersen","winner",1940,"https://en.wikipedia.org/wiki/12th_Academy_Awards",NA,NA,NA
"9129","Best Actor","Frank Capra "," You Can't Take It With You","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",1,"Person","Male"
"9130","Best Actor","Charles Boyer "," Algiers as Pepe le Moko","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",1,"Person","Male"
"9131","Best Actor","James Cagney "," Angels with Dirty Faces as William ""Rocky"" Sullivan","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",1,"Person","Male"
"9132","Best Actor","Robert Donat "," The Citadel as Dr Andrew Manson","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",1,"Person","Male"
"9133","Best Actor","Leslie Howard "," Pygmalion as Professor Henry Higgins","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",1,"Person","Male"
"9134","Best Actress","Spencer Tracy "," Boys Town as Father Flanagan","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",2,"Person","Female"
"9135","Best Actress","Fay Bainter "," White Banners as Hannah Parmalee","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",2,"Person","Female"
"9136","Best Actress","Wendy Hiller "," Pygmalion as Eliza Doolittle","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",2,"Person","Female"
"9137","Best Actress","Norma Shearer "," Marie Antoinette as Marie Antoinette","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",2,"Person","Female"
"9138","Best Actress","Margaret Sullavan "," Three Comrades as Patricia Hollmann","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",2,"Person","Female"
"9139","Best Art Direction","The Cowboy and the Lady "," Thomas T. Moulton","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9140","Best Art Direction","The Goldwyn Follies "," Richard Day","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9141","Best Art Direction","If I Were King "," Hans Dreier and John B. Goodman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9142","Best Art Direction","Marie Antoinette "," Cedric Gibbons","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9143","Best Art Direction","Holiday "," Stephen Goosson and Lionel Banks","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9144","Best Art Direction","Merrily We Live "," Charles D. Hall","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9145","Best Art Direction","Alexander's Ragtime Band "," Bernard Herzbrun and Boris Leven","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9146","Best Art Direction","Mad About Music "," Jack Otterson","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9147","Best Art Direction","Carefree "," Van Nest Polglase","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9148","Best Art Direction","Algiers "," Alexander Toluboff","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9149","Best Art Direction","The Adventures of Tom Sawyer "," Lyle Wheeler","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",29,"Film",""
"9150","Best Cinematography","The Adventures of Robin Hood "," Carl J. Weyl","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9151","Best Cinematography","Merrily We Live "," Norbert Brodine","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9152","Best Cinematography","Vivacious Lady "," Robert de Grasse","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9153","Best Cinematography","Jezebel "," Ernest Haller","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9154","Best Cinematography","Algiers "," James Wong Howe","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9155","Best Cinematography","Suez "," Peverell Marley","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9156","Best Cinematography","Army Girl "," Ernest Miller and Harry Wild","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9157","Best Cinematography","The Buccaneer "," Victor Milner","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9158","Best Cinematography","The Young in Heart "," Leon Shamroy","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9159","Best Cinematography","Mad About Music "," Joseph Valentine","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9160","Best Cinematography","You Can't Take It With You "," Joseph Walker","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",6,"Film",""
"9161","Best Director",""," Frank Capra for Columbia","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",8,"Person",""
"9162","Best Director","Michael Curtiz "," Angels with Dirty Faces","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",8,"Person",""
"9163","Best Director","Michael Curtiz "," Four Daughters","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",8,"Person",""
"9164","Best Director","Norman Taurog "," Boys Town","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",8,"Person",""
"9165","Best Director","King Vidor "," The Citadel","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",8,"Person",""
"9166","Best Film Editing","The Great Waltz "," Joseph Ruttenberg","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",11,"Film",""
"9167","Best Film Editing","The Great Waltz "," Tom Held","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",11,"Film",""
"9168","Best Film Editing","Test Pilot "," Tom Held","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",11,"Film",""
"9169","Best Film Editing","You Can't Take It With You "," Gene Havlick","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",11,"Film",""
"9170","Best Film Editing","Alexander's Ragtime Band "," Barbara McLean","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",11,"Film",""
"9171","Best Live Action Short Subject, One-Reel","Pygmalion "," George Bernard Shaw, Ian Dalrymple, Cecil Lewis, and W. P. Lipscomb, based on the play by Shaw","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9172","Best Live Action Short Subject, One-Reel","The Great Heart "," MGM","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9173","Best Live Action Short Subject, One-Reel","Timber Toppers "," 20th Century Fox","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9174","Best Live Action Short Subject, Two-Reel","That Mothers Might Live "," MGM","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9175","Best Live Action Short Subject, Two-Reel","Swingtime in the Movies "," Warner Bros.","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9176","Best Live Action Short Subject, Two-Reel","They're Always Caught "," MGM","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",NA,NA,NA
"9177","Best Original Score","Ferdinand the Bull "," Walt Disney Productions and RKO Radio","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9178","Best Original Score","Pacific Liner "," Russell Bennett","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9179","Best Original Score","If I Were King "," Richard Hageman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9180","Best Original Score","Block-Heads "," Marvin Hatley","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9181","Best Original Score","Blockade "," Werner Janssen","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9182","Best Original Score","The Cowboy and the Lady "," Alfred Newman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9183","Best Original Score","Suez "," Louis Silvers","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9184","Best Original Score","Marie Antoinette "," Herbert Stothart","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9185","Best Original Score","The Young in Heart "," Franz Waxman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9186","Best Original Score","Army Girl "," Victor Young","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9187","Best Original Score","Breaking the Ice "," Victor Young","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",15,"Film",""
"9188","Best Original Story","Fay Bainter "," Jezebel as Aunt Belle Massey","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9189","Best Original Story","Alexander's Ragtime Band "," Irving Berlin","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9190","Best Original Story","Angels with Dirty Faces "," Rowland Brown","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9191","Best Original Story","Mad About Music "," Marcella Burke and Frederick Kohner","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9192","Best Original Story","Blockade "," John Howard Lawson","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9193","Best Original Story","Test Pilot "," Frank Wead","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",102,"Film",""
"9194","Best Scoring","The Adventures of Robin Hood "," Erich Wolfgang Korngold","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9195","Best Scoring","Carefree "," Victor Baravalle","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9196","Best Scoring","Storm Over Bengal "," Cy Feuer","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9197","Best Scoring","There Goes My Heart "," Marvin Hatley","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9198","Best Scoring","Tropic Holiday "," Boris Morros","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9199","Best Scoring","The Goldwyn Follies "," Alfred Newman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9200","Best Scoring","Mad About Music "," Charles Previn and Frank Skinner","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9201","Best Scoring","Jezebel "," Max Steiner","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9202","Best Scoring","Girls' School "," Morris Stoloff and Gregory Stone","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9203","Best Scoring","Sweethearts "," Herbert Stothart","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9204","Best Scoring","The Young in Heart "," Franz Waxman","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",103,"Film",""
"9205","Best Screenplay","Boys Town "," Eleanore Griffin and Dore Schary","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",95,"Film",""
"9206","Best Screenplay","Four Daughters "," Lenore Coffee and Julius J. Epstein, based on the short story ""Sister Act"" by Fannie Hurst","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",95,"Film",""
"9207","Best Screenplay","The Citadel "," Ian Dalrymple, Elizabeth Hill and Frank Wead, based on the novel by A. J. Cronin","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",95,"Film",""
"9208","Best Screenplay","Boys Town "," John Meehan and Dore Schary, based on a story by Schary and Eleanore Griffin","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",95,"Film",""
"9209","Best Screenplay","You Can't Take It With You "," Robert Riskin, based on the play by George S. Kaufman and Moss Hart","nominated",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",95,"Film",""
"9210","Best Short Subject, Cartoon","Declaration of Independence "," Warner Bros.","winner",1939,"https://en.wikipedia.org/wiki/11th_Academy_Awards",106,"Film",""
